Player,Team,Pos,G,MP,PTS,AST,ORB,DRB,TRB,STL,BLK,TOV,PF,FG%,3P,3PA,3P%,eFG%,PER,TS%,USG%,OBPM,DBPM,BPM,VORP,Salary,PTS_36,AST_36,DRB_36,ORB_36,STL_36,BLK_36,TOV_36,PF_36,Per36Impact,Impact_Score,Is_Combined_Team_Row,Value,Value_Score,Impact_Rank,Value_Rank
Josh Okogie,HOU,SG,78.0,17.4,4.5,0.9,1.0,1.5,2.6,0.8,0.2,0.5,1.4,0.425,0.8,2.1,0.385,0.531,9.9,0.544,11.3,-2.3,1.1,-1.2,0.3,2296274.0,9.310344827586208,1.8620689655172415,3.1034482758620694,2.0689655172413794,1.6551724137931036,0.4137931034482759,1.0344827586206897,2.896551724137931,23.824137931034485,21.96858004137931,False,0.014497400361539126,14.497400361539125,360.0,184.0
Josh Green,CHO,SG,58.0,15.7,4.3,0.8,0.8,1.0,1.8,0.6,0.1,0.6,1.1,0.459,1.0,2.4,0.42,0.619,9.7,0.644,10.6,-1.7,1.0,-0.7,0.3,13666667.0,9.859872611464969,1.8343949044585988,2.2929936305732483,1.8343949044585988,1.375796178343949,0.22929936305732485,1.375796178343949,2.5222929936305736,22.54012738853503,21.812811852229295,False,0.005900384956204794,5.900384956204794,361.0,378.0
Ben Saraf,BRK,SG,44.0,20.8,7.5,3.3,0.5,1.6,2.1,0.9,0.2,2.3,1.8,0.396,0.4,2.0,0.211,0.427,7.8,0.486,21.0,-5.6,-1.7,-7.3,-1.2,2884560.0,12.98076923076923,5.711538461538462,2.769230769230769,0.8653846153846153,1.5576923076923077,0.34615384615384615,3.98076923076923,3.1153846153846154,30.253846153846155,21.808562076923078,False,0.012840656944355088,12.840656944355088,362.0,221.0
Kris Murray,POR,SF,57.0,23.4,5.8,1.4,1.6,2.0,3.6,0.9,0.4,0.8,1.6,0.467,0.6,2.1,0.279,0.529,9.6,0.55,10.6,-2.3,0.8,-1.5,0.2,3132000.0,8.923076923076923,2.1538461538461537,3.076923076923077,2.4615384615384617,1.3846153846153846,0.6153846153846154,1.2307692307692308,2.4615384615384617,24.115384615384613,21.66884423076923,False,0.01224404369877414,12.24404369877414,363.0,234.0
Isaac Okoro,CHI,SG,63.0,26.9,9.3,1.6,1.1,1.7,2.7,0.7,0.5,0.7,2.6,0.46,1.2,3.5,0.33,0.539,9.8,0.574,13.6,-3.0,-0.8,-3.8,-0.8,11000000.0,12.446096654275095,2.1412639405204463,2.2750929368029738,1.472118959107807,0.9368029739776952,0.6691449814126395,0.9368029739776952,3.479553903345725,26.524907063197034,21.591238153159864,False,0.00651000324665794,6.51000324665794,364.0,373.0
Jeremiah Robinson-Earl,2TM,PF,22.0,16.4,4.6,0.7,1.6,3.0,4.7,0.4,0.0,0.5,1.2,0.37,0.5,1.9,0.244,0.42,9.3,0.468,14.1,-3.5,-1.7,-5.2,-0.3,131970.0,10.097560975609756,1.5365853658536586,6.585365853658537,3.51219512195122,0.878048780487805,0.0,1.0975609756097562,2.634146341463415,29.041463414634144,21.469351778048782,True,0.059099162116457854,59.099162116457855,365.0,1.0
Sion James,CHO,SG,82.0,22.5,5.4,2.0,0.6,2.9,3.5,0.6,0.2,0.8,1.8,0.371,1.0,2.9,0.352,0.483,8.3,0.531,11.0,-3.0,1.1,-2.0,0.0,2296274.0,8.64,3.2,4.64,0.96,0.96,0.32,1.28,2.88,24.176,21.11905344,False,0.013936784826316745,13.936784826316744,366.0,193.0
Tyus Jones,3TM,PG,67.0,14.6,3.0,2.4,0.2,1.0,1.1,0.6,0.0,0.4,0.5,0.349,0.6,2.0,0.292,0.44,8.3,0.448,10.7,-2.9,0.5,-2.4,-0.1,7000000.0,7.397260273972603,5.917808219178082,2.4657534246575343,0.4931506849315069,1.4794520547945205,0.0,0.9863013698630138,1.2328767123287672,25.446575342465753,21.0446010739726,True,0.007954111554613471,7.954111554613471,367.0,353.0
Ochai Agbaji,2TM,SG,62.0,15.7,5.1,0.8,0.7,1.5,2.3,0.4,0.3,0.5,1.5,0.436,0.5,2.1,0.266,0.496,8.9,0.525,14.6,-3.5,-0.5,-4.0,-0.5,6383525.0,11.694267515923567,1.8343949044585988,3.4394904458598727,1.6050955414012738,0.9171974522292994,0.6878980891719745,1.1464968152866242,3.4394904458598727,26.1515923566879,20.86095429936306,True,0.008256650278822693,8.256650278822693,368.0,350.0
Jordan Hawkins,NOP,SG,51.0,13.6,5.1,0.8,0.4,1.3,1.7,0.3,0.2,0.7,0.6,0.366,0.9,2.6,0.348,0.457,7.6,0.48,18.2,-3.2,-3.0,-6.2,-0.7,4741320.0,13.5,2.1176470588235294,3.4411764705882355,1.0588235294117647,0.7941176470588236,0.5294117647058824,1.852941176470588,1.5882352941176472,28.601470588235294,20.807052000000002,False,0.009555665061086379,9.555665061086378,369.0,317.0
AJ Johnson,DAL,SG,23.0,10.4,3.9,1.1,0.3,0.8,1.0,0.2,0.1,0.5,0.7,0.323,0.2,1.4,0.156,0.349,6.7,0.427,20.5,-5.6,-1.8,-7.4,-0.3,3090480.0,13.5,3.8076923076923075,2.769230769230769,1.0384615384615383,0.6923076923076923,0.34615384615384615,1.7307692307692306,2.423076923076923,30.011538461538454,20.7758927451923,False,0.011818074567798193,11.818074567798194,370.0,250.0
Doug McDermott,SAC,SF,29.0,15.1,5.7,0.8,0.2,1.0,1.3,0.2,0.1,0.4,1.0,0.388,1.7,4.2,0.39,0.561,8.6,0.574,15.1,-1.4,-3.0,-4.4,-0.3,2296274.0,13.589403973509935,1.9072847682119207,2.384105960264901,0.4768211920529802,0.4768211920529802,0.2384105960264901,0.9536423841059604,2.384105960264901,26.201324503311263,20.76842320132451,False,0.013705398594736642,13.705398594736643,371.0,195.0
Rayan Rupert,2TM,SG,64.0,16.8,5.2,1.1,0.8,2.2,2.9,0.9,0.1,0.9,1.9,0.393,0.7,2.1,0.324,0.463,8.2,0.493,15.0,-5.0,-0.1,-5.1,-0.8,2353647.0,11.142857142857142,2.357142857142857,4.714285714285714,1.7142857142857142,1.9285714285714284,0.21428571428571427,1.9285714285714284,4.071428571428571,27.300000000000004,20.284725000000005,True,0.013222039808892453,13.222039808892452,372.0,206.0
Nicolas Batum,LAC,PF,74.0,17.5,4.0,0.9,0.3,2.2,2.5,0.6,0.3,0.5,1.4,0.403,1.2,3.1,0.404,0.597,8.4,0.603,9.6,-1.7,0.7,-1.0,0.3,5601600.0,8.228571428571428,1.8514285714285714,4.525714285714286,0.6171428571428572,1.2342857142857144,0.6171428571428572,1.0285714285714285,2.88,21.651428571428568,20.021725688571426,False,0.008459514910530866,8.459514910530865,373.0,347.0
Amir Coffey,2TM,SG,46.0,10.7,3.2,0.6,0.4,0.8,1.2,0.2,0.1,0.2,0.7,0.487,0.4,1.1,0.347,0.562,10.2,0.594,11.9,-2.2,-0.9,-3.1,-0.1,2296274.0,10.766355140186917,2.0186915887850465,2.6915887850467293,1.3457943925233646,0.6728971962616823,0.33644859813084116,0.6728971962616823,2.3551401869158877,24.274766355140187,20.013077655140183,True,0.013206934571403614,13.206934571403613,374.0,208.0
Kam Jones,IND,SG,37.0,16.6,4.4,3.2,0.4,1.2,1.6,0.5,0.0,1.0,1.1,0.402,0.6,2.0,0.293,0.467,8.2,0.47,14.4,-4.2,-1.9,-6.2,-0.6,1272870.0,9.542168674698797,6.939759036144578,2.602409638554217,0.8674698795180722,1.0843373493975903,0.0,2.1686746987951806,2.385542168674699,28.50722891566265,19.68206878915663,False,0.017445311154716803,17.445311154716805,375.0,126.0
Gary Trent Jr.,MIL,SG,65.0,21.2,8.1,1.2,0.1,0.9,1.0,0.5,0.0,0.6,1.3,0.387,1.9,5.3,0.36,0.517,8.0,0.533,17.2,-3.2,-2.2,-5.4,-1.2,3697105.0,13.754716981132074,2.0377358490566038,1.528301886792453,0.169811320754717,0.8490566037735849,0.0,1.0188679245283019,2.207547169811321,25.488679245283016,18.815573742452827,False,0.009785580034210217,9.785580034210216,376.0,309.0
Spencer Jones,DEN,SF,64.0,22.1,5.5,0.8,1.2,2.1,3.3,0.8,0.5,0.5,2.7,0.504,0.9,2.3,0.396,0.613,9.3,0.619,9.7,-2.4,0.0,-2.4,-0.1,623967.0,8.959276018099546,1.3031674208144794,3.420814479638009,1.9547511312217192,1.3031674208144794,0.8144796380090498,0.8144796380090498,4.398190045248868,21.933936651583714,18.30867424004525,False,0.02317800684059734,23.17800684059734,377.0,67.0
Micah Peavy,NOP,SG,61.0,15.0,4.3,1.0,0.8,1.2,1.9,0.7,0.1,0.3,1.6,0.385,0.5,1.8,0.259,0.436,8.3,0.455,14.0,-4.4,-0.8,-5.2,-0.7,1272870.0,10.32,2.4,2.88,1.9200000000000002,1.6799999999999997,0.24000000000000002,0.72,3.8400000000000003,25.512000000000008,17.804162100000006,False,0.015780818114741756,15.780818114741756,378.0,157.0
Christian Koloko,3TM,C,27.0,13.2,2.7,0.7,1.1,1.9,3.0,0.5,0.9,0.6,1.8,0.419,0.0,0.3,0.111,0.426,8.8,0.453,11.3,-5.9,1.2,-4.7,-0.2,263940.0,7.363636363636364,1.9090909090909092,5.1818181818181825,3.0000000000000004,1.3636363636363638,2.454545454545455,1.6363636363636365,4.90909090909091,24.790909090909093,17.139971256818182,True,0.03336241521495931,33.362415214959306,379.0,17.0
Sidy Cissoko,POR,SF,75.0,19.1,5.1,1.5,0.8,1.4,2.2,0.7,0.3,0.9,2.4,0.398,0.8,2.6,0.298,0.487,7.1,0.514,12.5,-4.6,0.5,-4.0,-0.7,686243.0,9.612565445026176,2.8272251308900525,2.638743455497382,1.5078534031413613,1.319371727748691,0.5654450261780104,1.6963350785340312,4.523560209424083,22.627225130890054,16.54029852094241,False,0.019966612051744548,19.966612051744548,380.0,97.0
Gary Harris,MIL,SG,48.0,13.8,2.7,1.1,0.3,0.9,1.3,0.6,0.2,0.4,1.1,0.442,0.6,1.4,0.412,0.577,8.0,0.593,8.5,-3.2,0.7,-2.5,-0.1,3634153.0,7.043478260869565,2.8695652173913047,2.3478260869565215,0.7826086956521738,1.5652173913043477,0.5217391304347826,1.0434782608695652,2.8695652173913047,19.513043478260865,15.375002217391298,False,0.008065171065374587,8.065171065374587,381.0,352.0
Drake Powell,BRK,SG,63.0,21.0,6.5,1.4,0.3,1.4,1.8,0.6,0.2,1.0,1.4,0.402,0.8,2.9,0.28,0.473,7.3,0.521,14.9,-4.6,-1.3,-6.0,-1.3,3372240.0,11.142857142857142,2.4,2.4,0.5142857142857142,1.0285714285714285,0.34285714285714286,1.7142857142857142,2.4,23.25428571428571,15.083770129285714,False,0.008213923761125506,8.213923761125507,382.0,351.0
Gabe Vincent,2TM,PG,53.0,16.6,4.4,1.4,0.3,0.7,1.0,0.5,0.1,0.5,1.5,0.352,1.1,3.3,0.341,0.488,6.5,0.511,12.3,-3.8,-0.5,-4.3,-0.5,11500000.0,9.542168674698797,3.0361445783132526,1.5180722891566263,0.6506024096385542,1.0843373493975903,0.21686746987951805,1.0843373493975903,3.2530120481927707,21.19879518072289,14.748811079819273,True,0.004349187113135149,4.349187113135149,383.0,383.0
Maxi Kleber,LAL,PF,43.0,10.7,2.0,0.6,0.8,1.1,2.0,0.4,0.3,0.4,1.4,0.452,0.1,0.6,0.231,0.493,8.1,0.509,9.6,-4.2,0.3,-3.9,-0.2,11000000.0,6.728971962616823,2.0186915887850465,3.7009345794392527,2.6915887850467293,1.3457943925233646,1.0093457943925233,1.3457943925233646,4.710280373831775,20.472897196261684,14.045121328037382,False,0.004234763416374376,4.234763416374376,384.0,384.0
Dorian Finney-Smith,HOU,PF,37.0,16.8,3.3,1.0,0.9,1.6,2.5,0.4,0.2,0.6,1.6,0.333,0.7,2.7,0.27,0.436,5.8,0.452,10.7,-4.3,-0.1,-4.3,-0.4,12700000.0,7.07142857142857,2.142857142857143,3.4285714285714284,1.9285714285714284,0.8571428571428571,0.42857142857142855,1.2857142857142856,3.4285714285714284,19.36071428571428,12.169070217857142,False,0.003414723446764738,3.414723446764738,385.0,385.0
